Date,Voucher Type,Amount
09-Jun-21,Payment,"24,393"
05-Mar-22,Payment,"34,327"
14-Dec-21,Receipt,"34,333"
23-Apr-21,Receipt,"12,776"
15-Dec-21,Purchase,"28,595"
20-Mar-22,Sales,"24,373"
19-Oct-21,Receipt,"53,465"
18-Feb-22,Payment,"39,644"
25-Jan-22,Journal,"62,441"
02-Nov-21,Payment,"73,790"
08-Jun-21,Receipt,"24,015"
02-Oct-21,Receipt,"83,536"
07-Jan-22,Receipt,"16,776"
13-Mar-22,Sales,"42,124"
08-Apr-21,Purchase,"42,622"
17-Mar-22,Receipt,"93,888"
12-Oct-21,Payment,"20,371"
05-May-21,Sales,"13,871"
25-Nov-21,Payment,"60,142"
07-Dec-21,Journal,"61,348"
13-Nov-21,Journal,"78,407"
06-May-21,Payment,"76,923"
28-Feb-22,Purchase,"15,946"
11-Sep-21,Purchase,"70,844"
08-Mar-22,Purchase,"41,055"
22-May-21,Sales,"98,621"
21-May-21,Purchase,"2,373"
11-Aug-21,Payment,"77,809"
03-Oct-21,Sales,"56,654"
10-May-21,Journal,"90,305"
30-Aug-21,Purchase,"85,562"
25-Jul-21,Journal,"88,380"
13-Mar-22,Sales,"75,138"
20-Jul-21,Journal,"82,233"
03-Jan-22,Journal,"37,195"
25-Feb-22,Journal,"52,151"
02-Apr-21,Receipt,"6,624"
20-May-21,Sales,"49,950"
27-Dec-21,Journal,"17,908"
30-Aug-21,Journal,"41,765"
18-Feb-22,Receipt,"30,113"
21-Nov-21,Receipt,"39,219"
13-Nov-21,Payment,"16,839"
14-Dec-21,Receipt,"33,199"
05-Aug-21,Sales,"4,783"
31-May-21,Receipt,"78,518"
01-Nov-21,Purchase,"75,798"
23-Apr-21,Receipt,"92,767"
25-Oct-21,Sales,"68,498"
18-Dec-21,Receipt,"52,545"
30-Jul-21,Sales,"28,387"
08-Jun-21,Payment,"11,290"
03-Feb-22,Sales,"36,648"
10-Oct-21,Payment,"95,163"
10-Mar-22,Sales,"47,559"
22-Aug-21,Journal,"13,480"
24-Nov-21,Journal,"33,484"
21-Aug-21,Sales,"36,914"
13-May-21,Receipt,"16,228"
26-Jun-21,Receipt,"95,543"
02-Aug-21,Payment,"4,357"
12-Sep-21,Purchase,"91,910"
08-Mar-22,Purchase,"28,189"
26-Dec-21,Journal,"82,185"
23-Nov-21,Receipt,"99,633"
02-Aug-21,Purchase,"28,784"
20-Feb-22,Purchase,"7,619"
22-Nov-21,Purchase,"36,946"
29-Aug-21,Purchase,"71,050"
02-Mar-22,Sales,"4,364"
23-Jun-21,Payment,"51,927"
26-Jan-22,Journal,"44,099"
29-Jul-21,Payment,"84,453"
12-Sep-21,Payment,"58,695"
17-Apr-21,Purchase,"70,333"
31-Jul-21,Sales,"11,779"
20-May-21,Journal,"21,553"
02-Feb-22,Purchase,"11,015"
25-May-21,Payment,"19,412"
17-Aug-21,Sales,"50,694"
15-Apr-21,Purchase,"81,553"
02-Sep-21,Receipt,"83,401"
09-Sep-21,Sales,"88,360"
24-Jun-21,Purchase,"89,415"
10-Sep-21,Payment,"11,930"
04-Dec-21,Purchase,"27,324"
03-Apr-21,Receipt,"51,257"
01-Sep-21,Payment,"42,245"
20-Sep-21,Receipt,"94,603"
17-Sep-21,Journal,"90,161"
27-May-21,Sales,"97,337"
18-Jul-21,Journal,"69,595"
09-Dec-21,Receipt,"5,532"
12-Sep-21,Payment,"6,249"
23-Jul-21,Journal,"40,343"
16-Jun-21,Journal,"47,038"
22-Jul-21,Receipt,"11,318"
16-May-21,Payment,"40,717"
02-Sep-21,Purchase,"81,074"
26-Mar-22,Sales,"89,099"
01-Sep-21,Journal,"79,039"
20-Mar-22,Journal,"16,228"
17-Jul-21,Payment,"70,104"
20-Apr-21,Journal,"75,529"
05-Dec-21,Payment,"31,811"
19-Feb-22,Receipt,"28,614"
13-Jan-22,Sales,"73,731"
02-Apr-21,Payment,"6,259"
31-Jan-22,Payment,"82,012"
06-Jun-21,Receipt,"50,269"
24-Jun-21,Sales,"60,890"
03-Jun-21,Sales,"48,558"
21-Dec-21,Receipt,"64,136"
18-Nov-21,Payment,"16,416"
12-Feb-22,Receipt,"70,910"
22-Oct-21,Receipt,"61,603"
18-Jun-21,Payment,"6,656"
11-Oct-21,Purchase,"44,939"
30-Sep-21,Journal,"46,282"
19-Sep-21,Receipt,"49,585"
15-Jan-22,Purchase,"73,690"
17-Sep-21,Purchase,"72,355"
05-Apr-21,Payment,"37,964"
06-Apr-21,Journal,"84,189"
25-Oct-21,Payment,"86,552"
24-Nov-21,Payment,"42,794"
11-Jul-21,Sales,"64,014"
14-Sep-21,Receipt,"93,780"
15-Sep-21,Journal,"71,447"
21-Mar-22,Purchase,"96,974"
02-Mar-22,Journal,"49,980"
17-Jul-21,Purchase,"48,598"
09-Oct-21,Payment,"71,046"
10-Sep-21,Journal,"93,735"
05-Jun-21,Journal,"79,456"
21-Nov-21,Purchase,"60,791"
02-Aug-21,Journal,"71,563"
26-Jan-22,Payment,"37,043"
17-Dec-21,Purchase,"46,110"
04-Oct-21,Receipt,"34,379"
07-Nov-21,Sales,"29,626"
09-Jul-21,Payment,"62,216"
18-Aug-21,Sales,"32,558"
29-Sep-21,Payment,"79,704"
15-Mar-22,Purchase,"64,848"
01-Sep-21,Payment,"19,594"
10-Dec-21,Payment,"93,138"
03-Dec-21,Receipt,"34,621"
06-Apr-21,Purchase,"82,301"
02-Nov-21,Sales,"10,223"
07-Nov-21,Journal,"33,509"
13-Aug-21,Journal,"82,571"
21-Aug-21,Sales,"93,498"
07-Sep-21,Sales,"35,667"
07-Jul-21,Sales,"49,403"
01-Sep-21,Sales,"80,952"
08-Apr-21,Receipt,"71,599"
06-Jul-21,Journal,"6,609"
12-Aug-21,Receipt,"46,944"
11-Jun-21,Purchase,"88,468"
21-May-21,Receipt,"4,853"
21-May-21,Sales,"95,512"
12-Jan-22,Sales,"59,832"
26-Aug-21,Receipt,"97,614"
06-Aug-21,Payment,"35,880"
18-Jan-22,Sales,"50,921"
05-Jul-21,Receipt,"73,562"
01-Jun-21,Journal,"30,305"
02-Dec-21,Payment,"27,772"
28-Sep-21,Payment,"1,037"
12-Oct-21,Receipt,"67,830"
06-Oct-21,Journal,"26,440"
21-Oct-21,Payment,"66,705"
16-Jul-21,Payment,"50,796"
11-Jun-21,Purchase,"36,313"
29-Nov-21,Receipt,"7,619"
30-Aug-21,Sales,"85,771"
10-Oct-21,Journal,"98,792"
14-Jan-22,Payment,"71,074"
25-Sep-21,Receipt,"42,549"
06-Feb-22,Sales,"89,552"
24-May-21,Sales,"14,032"
09-May-21,Payment,"87,866"
28-Dec-21,Payment,"61,688"
18-Sep-21,Receipt,"44,078"
08-Mar-22,Sales,"97,102"
15-Aug-21,Journal,"76,589"
12-Nov-21,Purchase,"60,338"
31-Jul-21,Receipt,"74,039"
21-May-21,Payment,"3,236"
22-Aug-21,Sales,"15,283"
06-Jan-22,Purchase,"84,796"
21-Jan-22,Sales,"73,008"
28-Feb-22,Receipt,"30,801"
06-Oct-21,Purchase,"35,513"
09-Jun-21,Sales,"6,181"
28-Jul-21,Payment,"27,525"
24-Dec-21,Purchase,"64,972"
26-Feb-22,Payment,"43,034"
06-Nov-21,Payment,"56,742"
20-Jan-22,Receipt,"29,712"
29-Jan-22,Payment,"43,917"
11-Aug-21,Sales,"62,018"
24-Sep-21,Purchase,"80,681"
27-Nov-21,Payment,"17,197"
03-Apr-21,Sales,"24,521"
30-Jun-21,Journal,"10,795"
05-May-21,Sales,"97,309"
03-Jul-21,Receipt,"9,973"
03-Sep-21,Purchase,"13,577"
30-Sep-21,Payment,"36,144"
27-Aug-21,Receipt,"70,754"
31-Mar-22,Receipt,"35,688"
09-Feb-22,Purchase,"26,601"
04-Feb-22,Journal,"88,828"
07-Jan-22,Purchase,"23,603"
31-Mar-22,Purchase,"42,645"
05-Jul-21,Journal,"41,826"
01-Jun-21,Payment,"82,414"
31-Jan-22,Journal,"18,329"
08-Sep-21,Payment,"79,094"
07-Sep-21,Payment,"50,972"
06-Dec-21,Payment,"30,411"
13-Sep-21,Payment,"34,005"
11-Jul-21,Payment,"7,553"
18-Mar-22,Purchase,"91,623"
13-Mar-22,Purchase,"91,724"
04-Sep-21,Sales,"40,518"
23-May-21,Purchase,"59,474"
15-Oct-21,Sales,"97,376"
19-Aug-21,Payment,"59,668"
13-May-21,Purchase,"37,661"
03-Mar-22,Payment,"45,218"
22-Nov-21,Journal,"58,500"
12-Oct-21,Receipt,"34,800"
03-May-21,Payment,"22,065"
07-Nov-21,Sales,"93,424"
08-May-21,Purchase,"53,702"
18-Apr-21,Purchase,"11,955"
23-Sep-21,Payment,"58,653"
13-Mar-22,Journal,"48,141"
03-Apr-21,Payment,"2,468"
18-May-21,Sales,"99,235"
10-Sep-21,Receipt,"63,703"
11-Jul-21,Purchase,"72,213"
09-Apr-21,Sales,"40,046"
27-Oct-21,Purchase,"93,638"
13-May-21,Receipt,"97,027"
09-Sep-21,Journal,"92,528"
05-Jan-22,Purchase,"93,328"
13-Oct-21,Sales,"49,322"
07-May-21,Journal,"63,484"
10-Jul-21,Payment,"53,493"
29-Jul-21,Journal,"67,446"
11-Dec-21,Purchase,"69,139"
16-Nov-21,Receipt,"27,961"
12-Aug-21,Journal,"70,807"
08-Jun-21,Journal,"60,167"
02-Feb-22,Receipt,"39,071"
03-Dec-21,Payment,"98,447"
29-Sep-21,Sales,"61,425"
02-Jan-22,Purchase,"72,039"
13-Dec-21,Payment,"92,572"
12-Dec-21,Purchase,"28,047"
10-Jul-21,Journal,"52,799"
07-Dec-21,Journal,"27,478"
06-Apr-21,Purchase,"88,348"
28-May-21,Journal,"63,394"
15-Nov-21,Sales,"96,434"
17-Jun-21,Journal,"49,802"
08-May-21,Sales,"43,922"
24-Jan-22,Purchase,"94,161"
10-Jul-21,Journal,"69,135"
11-Jan-22,Payment,"5,757"
02-Oct-21,Receipt,"9,509"
19-Jun-21,Purchase,"8,351"
26-Dec-21,Purchase,"49,420"
12-Nov-21,Purchase,"93,534"
06-Jun-21,Payment,"86,309"
13-Oct-21,Sales,"33,148"
21-Jun-21,Journal,"85,520"
29-Nov-21,Journal,"28,318"
18-Feb-22,Payment,"28,771"
24-Jul-21,Purchase,"87,457"
09-Apr-21,Receipt,"39,638"
25-Sep-21,Receipt,"85,636"
09-Sep-21,Purchase,"44,165"
27-May-21,Journal,"9,806"
25-Jun-21,Journal,"16,627"
13-Sep-21,Payment,"1,395"
29-Jun-21,Purchase,"83,450"
15-Apr-21,Purchase,"25,708"
27-Jan-22,Receipt,"2,370"
28-May-21,Journal,"65,948"
16-Sep-21,Sales,"60,236"
13-Oct-21,Journal,"35,410"
08-Sep-21,Journal,"97,131"
11-Aug-21,Sales,"98,517"
14-Nov-21,Sales,"22,480"
17-Jun-21,Journal,"39,281"
23-Dec-21,Payment,"28,875"
11-Oct-21,Receipt,"4,433"
22-Jan-22,Sales,"83,886"
22-Apr-21,Journal,"85,344"
16-Jul-21,Purchase,"73,262"
28-Jul-21,Purchase,"52,384"
02-May-21,Payment,"33,096"
26-Oct-21,Payment,"97,343"
14-Oct-21,Payment,"8,892"
29-Jul-21,Payment,"12,075"
19-May-21,Purchase,"74,278"
10-Dec-21,Sales,"3,728"
28-Apr-21,Sales,"4,577"
30-Nov-21,Purchase,"27,534"
30-Aug-21,Sales,"82,754"
28-Nov-21,Receipt,"2,970"
20-Oct-21,Payment,"50,497"
24-Feb-22,Purchase,"17,869"
23-Apr-21,Journal,"18,079"
13-Dec-21,Purchase,"38,899"
07-Apr-21,Purchase,"37,648"
11-Aug-21,Purchase,"73,728"
05-Jun-21,Journal,"12,478"
03-Nov-21,Sales,"52,088"
24-Feb-22,Payment,"75,153"
26-Oct-21,Journal,"44,706"
12-Jan-22,Receipt,"68,772"
22-Aug-21,Journal,"8,292"
13-Jan-22,Journal,"31,723"
09-Apr-21,Purchase,"50,583"
31-Dec-21,Journal,"74,325"
06-May-21,Journal,"29,146"
29-Dec-21,Payment,"96,692"
30-Oct-21,Sales,"73,861"
29-Jan-22,Payment,"41,566"
11-Jan-22,Receipt,"41,019"
20-Aug-21,Receipt,"45,101"
09-Mar-22,Journal,"85,757"
22-Oct-21,Sales,"16,454"
28-Mar-22,Purchase,"69,190"
21-Dec-21,Journal,"88,761"
18-Feb-22,Payment,"96,808"
24-Mar-22,Payment,"57,009"
12-Sep-21,Journal,"31,475"
30-Jul-21,Sales,"54,073"
01-Apr-21,Sales,"79,992"
14-Jun-21,Sales,"27,413"
15-Apr-21,Sales,"10,614"
05-Sep-21,Purchase,"56,685"
10-Apr-21,Purchase,"20,212"
14-Jun-21,Payment,"25,276"
05-Sep-21,Purchase,"94,360"
27-Mar-22,Sales,"22,280"
03-Feb-22,Sales,"57,504"
27-Dec-21,Purchase,"94,384"
13-Jan-22,Sales,"96,610"
22-Nov-21,Journal,"30,320"
12-Aug-21,Journal,"55,441"
20-Jun-21,Purchase,"46,353"
09-Nov-21,Payment,"41,258"
26-Dec-21,Sales,"64,137"
02-Apr-21,Sales,"18,527"
01-Oct-21,Receipt,"46,559"
03-Oct-21,Sales,"99,954"
01-Jul-21,Journal,"36,942"
20-Feb-22,Sales,"47,143"
24-Sep-21,Receipt,"25,716"
12-Jun-21,Payment,"14,325"
11-Jun-21,Sales,"83,421"
09-Jul-21,Payment,"49,960"
18-Mar-22,Payment,"39,121"
12-Jun-21,Sales,"12,319"
16-Apr-21,Receipt,"56,979"
26-May-21,Payment,"11,847"
11-Jun-21,Sales,"21,820"
03-Aug-21,Sales,"72,749"
24-May-21,Journal,"42,478"
03-Mar-22,Purchase,"88,333"
06-Jul-21,Purchase,"16,527"
06-Oct-21,Purchase,"37,388"
06-May-21,Sales,"49,928"
25-Sep-21,Payment,"23,928"
31-Oct-21,Purchase,"7,795"
18-Jan-22,Purchase,"3,891"
31-Dec-21,Sales,"74,774"
24-Mar-22,Sales,"60,038"
20-Mar-22,Sales,"80,792"
13-Feb-22,Journal,"29,456"
08-Feb-22,Journal,"37,585"
04-Jun-21,Receipt,"15,156"
20-Jun-21,Journal,"14,655"
06-Apr-21,Journal,"60,806"
09-Dec-21,Purchase,"12,430"
12-Feb-22,Sales,"16,009"
27-Jan-22,Journal,"34,407"
12-Sep-21,Payment,"95,219"
19-Dec-21,Journal,"4,771"
26-May-21,Payment,"89,770"
25-Dec-21,Purchase,"11,743"
20-Sep-21,Purchase,"74,245"
10-Oct-21,Purchase,"16,190"
03-Mar-22,Journal,"65,022"
02-Feb-22,Receipt,"95,907"
13-Jun-21,Payment,"32,408"
24-Jun-21,Sales,"79,026"
14-Mar-22,Receipt,"21,285"
25-Mar-22,Purchase,"88,152"
01-Nov-21,Sales,"80,449"
02-Feb-22,Sales,"34,245"
09-Sep-21,Sales,"21,202"
28-Dec-21,Sales,"85,299"
19-Oct-21,Sales,"66,256"
13-Feb-22,Purchase,"27,033"
10-Dec-21,Receipt,"11,089"
29-Jan-22,Payment,"50,946"
08-Apr-21,Purchase,"39,785"
03-Jul-21,Receipt,"49,636"
24-Dec-21,Journal,"30,805"
26-Jul-21,Receipt,"94,227"
05-Mar-22,Receipt,"37,180"
28-Dec-21,Journal,"29,733"
08-May-21,Receipt,"8,081"
03-Feb-22,Sales,"92,349"
17-Apr-21,Purchase,"89,149"
23-Nov-21,Receipt,"61,971"
28-Oct-21,Sales,"15,405"
23-Jun-21,Purchase,"75,373"
14-Dec-21,Journal,"11,546"
05-Mar-22,Receipt,"59,175"
02-Jan-22,Sales,"53,434"
30-Jan-22,Sales,"30,810"
08-Jun-21,Sales,"90,479"
27-Apr-21,Payment,"40,019"
13-Aug-21,Receipt,"43,092"
01-Jul-21,Payment,"32,364"
03-Nov-21,Payment,"46,267"
11-Nov-21,Receipt,"83,635"
26-Sep-21,Purchase,"21,111"
12-Dec-21,Receipt,"70,144"
01-Jul-21,Journal,"86,981"
14-Oct-21,Sales,"35,670"
02-Nov-21,Sales,"36,792"
28-Nov-21,Payment,"14,157"
15-Jan-22,Journal,"95,648"
26-Mar-22,Receipt,"26,421"
03-Dec-21,Purchase,"31,288"
29-Sep-21,Receipt,"86,799"
02-Sep-21,Payment,"29,823"
28-May-21,Sales,"49,949"
12-Dec-21,Purchase,"76,356"
21-Jul-21,Payment,"44,895"
14-Jun-21,Payment,"63,007"
25-Sep-21,Payment,"61,586"
07-Jan-22,Payment,"14,102"
10-Jan-22,Payment,"29,383"
17-Aug-21,Payment,"25,093"
15-Jun-21,Purchase,"20,277"
08-Feb-22,Journal,"24,709"
03-Jun-21,Sales,"80,011"
14-Jul-21,Receipt,"25,165"
29-Jun-21,Sales,"8,748"
03-Jul-21,Sales,"67,577"
12-Sep-21,Purchase,"16,939"
07-Jul-21,Sales,"47,138"
28-Oct-21,Journal,"77,402"
10-Jan-22,Sales,"97,191"
09-Jul-21,Sales,"63,324"
06-Aug-21,Journal,"47,199"
17-Aug-21,Sales,"34,115"
12-Nov-21,Payment,"75,423"
16-Mar-22,Payment,"92,417"
07-Feb-22,Payment,"29,360"
02-Jun-21,Journal,"59,295"
21-Jul-21,Payment,"23,537"
05-Mar-22,Purchase,"85,760"
16-Jun-21,Journal,"73,041"
22-Mar-22,Receipt,"2,983"
13-Oct-21,Purchase,"67,952"
16-Sep-21,Journal,"8,420"
08-Dec-21,Sales,"66,103"
12-Feb-22,Journal,"99,967"
02-Oct-21,Sales,"57,931"
31-Dec-21,Sales,"57,460"
31-May-21,Journal,"39,077"
14-Jun-21,Payment,"22,756"
16-Dec-21,Payment,"17,727"
17-Mar-22,Receipt,"4,821"
05-Mar-22,Receipt,"26,340"
12-Feb-22,Purchase,"56,233"
20-Aug-21,Sales,"74,601"
07-May-21,Journal,"97,630"
09-Aug-21,Sales,"10,073"
17-Jun-21,Purchase,"98,873"
09-Jun-21,Purchase,"94,960"
10-Oct-21,Purchase,"29,662"
13-Dec-21,Sales,"7,760"
08-Aug-21,Sales,"97,369"
26-Jun-21,Sales,"28,069"
06-May-21,Purchase,"99,684"
08-Aug-21,Purchase,"32,869"
03-May-21,Receipt,"18,220"
29-May-21,Journal,"31,805"
27-Dec-21,Journal,"12,845"
06-Dec-21,Purchase,"41,145"
02-Nov-21,Sales,"48,187"
04-Dec-21,Journal,"98,135"
30-Jun-21,Sales,"28,869"
05-Oct-21,Receipt,"64,594"
09-Oct-21,Sales,"87,029"
28-Nov-21,Receipt,"27,714"
28-Feb-22,Payment,"10,257"
31-May-21,Receipt,"82,138"
16-Jul-21,Receipt,"35,612"
23-Jul-21,Payment,"30,807"
14-Apr-21,Receipt,"62,048"
24-Jan-22,Journal,"13,498"
28-Aug-21,Sales,"22,598"
01-Jun-21,Payment,"56,401"
29-Oct-21,Payment,"82,503"
01-Aug-21,Receipt,"77,794"
02-Aug-21,Payment,"53,435"
03-Feb-22,Sales,"64,691"
02-Dec-21,Sales,"8,861"
25-Aug-21,Payment,"98,053"
27-Apr-21,Purchase,"99,623"
26-Oct-21,Payment,"58,787"
28-Feb-22,Receipt,"66,709"
25-Dec-21,Purchase,"65,054"
19-Jul-21,Purchase,"83,600"
26-Apr-21,Sales,"10,553"
13-Oct-21,Journal,"24,769"
08-Jun-21,Payment,"14,675"
17-Jul-21,Receipt,"8,945"
04-Jan-22,Sales,"90,256"
06-May-21,Purchase,"96,608"
13-Nov-21,Receipt,"9,972"
05-Aug-21,Purchase,"68,607"
03-May-21,Receipt,"72,199"
28-Jan-22,Receipt,"59,119"
20-Jul-21,Payment,"85,555"
14-Aug-21,Journal,"56,782"
04-Jan-22,Payment,"88,308"
08-Dec-21,Purchase,"62,212"
09-Jul-21,Journal,"74,551"
04-Jan-22,Purchase,"33,264"
30-Mar-22,Journal,"40,531"
27-Jan-22,Payment,"39,573"
01-Jan-22,Purchase,"3,934"
21-Apr-21,Purchase,"57,091"
08-Apr-21,Sales,"48,204"
18-Jan-22,Sales,"28,490"
08-Jul-21,Purchase,"73,470"
04-May-21,Sales,"95,811"
29-Mar-22,Journal,"20,329"
25-Dec-21,Sales,"3,543"
18-May-21,Receipt,"83,008"
07-Aug-21,Journal,"33,937"
07-Sep-21,Sales,"65,636"
04-Nov-21,Purchase,"24,410"
05-Jun-21,Payment,"49,940"
08-Mar-22,Journal,"78,594"
11-Jan-22,Receipt,"68,772"
26-Jul-21,Sales,"7,504"
30-Nov-21,Journal,"42,477"
29-Nov-21,Sales,"1,343"
26-Sep-21,Receipt,"47,350"
30-Jul-21,Sales,"46,929"
10-Jun-21,Purchase,"24,346"
15-Apr-21,Journal,"31,963"
10-Nov-21,Sales,"81,376"
12-Aug-21,Payment,"43,841"
28-Oct-21,Sales,"28,752"
09-Feb-22,Sales,"41,341"
12-Apr-21,Sales,"85,984"
12-Apr-21,Journal,"10,737"
06-Aug-21,Journal,"23,121"
14-Jan-22,Receipt,"51,961"
21-Jul-21,Sales,"87,252"
15-Nov-21,Purchase,"12,509"
16-May-21,Purchase,"72,019"
08-Feb-22,Receipt,"52,864"
19-Sep-21,Receipt,"86,074"
19-Jun-21,Journal,"53,234"
21-Jan-22,Purchase,"83,847"
07-Jan-22,Journal,"24,550"
25-Mar-22,Purchase,"98,117"
05-Feb-22,Sales,"6,918"
14-Apr-21,Purchase,"56,335"
06-Jun-21,Receipt,"72,971"
17-Jul-21,Payment,"32,681"
14-Jan-22,Payment,"66,381"
20-Jun-21,Journal,"5,838"
11-Nov-21,Sales,"3,637"
06-Jun-21,Purchase,"33,709"
18-Oct-21,Purchase,"33,961"
04-Feb-22,Sales,"98,616"
31-Oct-21,Payment,"7,116"
11-Jun-21,Receipt,"95,252"
09-May-21,Purchase,"9,787"
18-Nov-21,Journal,"40,605"
30-Jun-21,Payment,"84,907"
12-Apr-21,Journal,"49,599"
07-Aug-21,Payment,"93,334"
14-Jul-21,Sales,"81,676"
03-Dec-21,Payment,"21,531"
23-Apr-21,Sales,"97,434"
20-Jun-21,Purchase,"70,120"
14-Nov-21,Receipt,"18,738"
25-Sep-21,Receipt,"19,379"
31-Dec-21,Journal,"44,736"
14-Jan-22,Payment,"36,053"
09-Jan-22,Purchase,"83,882"
30-Aug-21,Sales,"90,419"
12-Nov-21,Purchase,"98,637"
10-Jun-21,Purchase,"98,089"
02-Sep-21,Payment,"72,040"
19-Mar-22,Purchase,"94,806"
18-Oct-21,Purchase,"67,917"
31-Oct-21,Receipt,"36,118"
02-Jun-21,Purchase,"54,086"
25-Apr-21,Journal,"74,307"
08-Feb-22,Purchase,"54,290"
20-Mar-22,Purchase,"14,796"
26-Jan-22,Sales,"50,684"
25-Oct-21,Payment,"91,956"
18-Oct-21,Payment,"76,532"
10-Sep-21,Purchase,"27,340"
23-Jul-21,Journal,"91,973"
08-May-21,Payment,"97,306"
11-Oct-21,Sales,"68,913"
09-Apr-21,Receipt,"82,612"
20-Jun-21,Sales,"64,585"
17-May-21,Purchase,"15,120"
19-Apr-21,Purchase,"97,408"
27-Nov-21,Journal,"76,548"
22-Jan-22,Journal,"22,477"
26-Dec-21,Payment,"61,377"
23-Feb-22,Receipt,"84,145"
27-Feb-22,Journal,"21,040"
24-Apr-21,Receipt,"30,895"
08-Mar-22,Payment,"5,067"
25-Nov-21,Journal,"22,001"
04-Jul-21,Purchase,"96,101"
27-Feb-22,Purchase,"82,823"
10-Nov-21,Sales,"41,080"
12-Jul-21,Sales,"37,402"
15-Jan-22,Payment,"27,801"
23-Aug-21,Sales,"22,901"
31-Jul-21,Payment,"39,332"
26-Sep-21,Receipt,"99,568"
28-May-21,Purchase,"75,253"
11-Jul-21,Sales,"82,482"
25-Dec-21,Receipt,"15,006"
02-Jun-21,Receipt,"80,767"
28-Sep-21,Purchase,"32,408"
09-Nov-21,Receipt,"39,037"
23-Feb-22,Sales,"56,219"
13-Jan-22,Receipt,"19,086"
17-Jan-22,Sales,"24,380"
29-May-21,Receipt,"20,219"
17-Sep-21,Receipt,"59,055"
07-Sep-21,Sales,"34,835"
01-Jan-22,Receipt,"49,989"
15-Mar-22,Sales,"78,568"
21-Dec-21,Sales,"83,402"
02-Sep-21,Sales,"23,796"
21-Jun-21,Payment,"18,922"
15-May-21,Journal,"19,204"
04-Jan-22,Sales,"46,221"
20-Nov-21,Receipt,"38,243"
22-Apr-21,Sales,"43,391"
06-Oct-21,Journal,"43,210"
06-Apr-21,Sales,"85,755"
04-Oct-21,Payment,"96,509"
28-Nov-21,Purchase,"23,196"
15-Apr-21,Purchase,"30,797"
28-Oct-21,Purchase,"93,001"
08-Dec-21,Sales,"93,370"
02-Jan-22,Journal,"20,559"
27-Sep-21,Purchase,"54,800"
27-Mar-22,Journal,"87,377"
11-Apr-21,Purchase,"10,341"
02-Sep-21,Sales,"83,636"
24-Sep-21,Receipt,"96,118"
06-Nov-21,Receipt,"18,346"
27-Aug-21,Journal,"40,156"
05-May-21,Purchase,"87,250"
04-Apr-21,Receipt,"68,725"
09-Jun-21,Receipt,"48,886"
22-Jun-21,Payment,"55,048"
10-Oct-21,Purchase,"62,429"
14-Nov-21,Sales,"54,509"
10-Oct-21,Purchase,"29,778"
11-Oct-21,Sales,"93,332"
01-May-21,Payment,"65,267"
01-Aug-21,Receipt,"5,636"
04-Jul-21,Purchase,"75,115"
07-Jan-22,Receipt,"51,602"
26-Feb-22,Purchase,"58,665"
25-Dec-21,Receipt,"90,693"
19-Mar-22,Sales,"25,472"
09-Aug-21,Journal,"70,550"
13-Sep-21,Payment,"47,027"
15-Nov-21,Sales,"79,993"
15-Jan-22,Sales,"59,342"
05-Jun-21,Sales,"25,196"
24-Jan-22,Receipt,"58,465"
19-Feb-22,Payment,"97,815"
23-Aug-21,Payment,"45,597"
19-Sep-21,Journal,"57,368"
07-Oct-21,Payment,"3,937"
11-Jun-21,Payment,"48,774"
03-Aug-21,Journal,"28,793"
28-Sep-21,Payment,"47,738"
31-Mar-22,Receipt,"14,270"
22-Aug-21,Sales,"90,740"
27-Feb-22,Payment,"8,555"
21-Aug-21,Purchase,"35,507"
06-Oct-21,Journal,"27,968"
27-Feb-22,Journal,"57,984"
08-Mar-22,Receipt,"77,089"
19-Oct-21,Journal,"3,528"
02-Feb-22,Receipt,"10,702"
05-Jun-21,Sales,"22,802"
22-Oct-21,Purchase,"30,898"
30-Sep-21,Journal,"77,502"
26-May-21,Journal,"82,535"
03-Dec-21,Payment,"62,000"
13-Jul-21,Purchase,"78,537"
23-Aug-21,Receipt,"11,732"
16-Jan-22,Purchase,"81,565"
17-Jan-22,Receipt,"83,290"
26-Feb-22,Receipt,"74,237"
16-Jul-21,Receipt,"12,089"
10-Feb-22,Sales,"27,973"
17-Feb-22,Journal,"38,427"
02-Oct-21,Payment,"30,646"
08-Apr-21,Sales,"48,114"
22-Dec-21,Payment,"86,021"
14-Oct-21,Journal,"32,776"
26-Mar-22,Payment,"96,932"
19-Jul-21,Journal,"9,550"
19-Jul-21,Payment,"4,325"
20-May-21,Receipt,"67,184"
11-May-21,Sales,"48,862"
08-Jul-21,Receipt,"6,185"
28-Apr-21,Purchase,"4,383"
27-Jan-22,Sales,"74,194"
05-Aug-21,Journal,"53,666"
29-Sep-21,Sales,"43,462"
23-Dec-21,Payment,"99,943"
12-Sep-21,Journal,"12,281"
13-Jun-21,Payment,"52,580"
25-Dec-21,Receipt,"15,048"
01-May-21,Sales,"31,735"
15-Mar-22,Purchase,"98,976"
17-May-21,Sales,"87,203"
29-Nov-21,Sales,"91,135"
21-Nov-21,Payment,"84,573"
17-Feb-22,Sales,"45,545"
27-May-21,Sales,"21,416"
09-Mar-22,Receipt,"30,243"
19-Jun-21,Receipt,"87,115"
26-Jul-21,Purchase,"88,141"
03-Jun-21,Receipt,"2,600"
30-Dec-21,Purchase,"17,116"
20-Feb-22,Sales,"52,551"
